a11852_human_90min_hrMS2,a11853_human_90min_hrMS2
1.249321,1.237011
1.260229,1.249154
1.273116,1.258985
1.282129,1.267802
1.296136,1.280144
1.308497,1.288866
1.31859,1.300887
1.327963,1.309597
1.339688,1.320486
1.348356,1.32962
1.357029,1.338285
1.368093,1.345043
1.382287,1.351675
1.394749,1.363718
1.403446,1.370318
1.414627,1.380885
1.424117,1.391554
1.434796,1.400645
1.444729,1.413753
1.453426,1.420545
1.465626,1.429192
1.474343,1.437819
1.485997,1.449201
1.494788,1.455837
1.504092,1.467485
1.513952,1.478551
1.522846,1.487612
1.529602,1.496284
1.538344,1.505944
1.548262,1.514615
1.557026,1.523717
1.565678,1.534333
1.574324,1.54711
1.582892,1.556206
1.592683,1.567276
1.599469,1.575934
1.611323,1.582682
1.620187,1.591348
1.629056,1.598111
1.641478,1.607215
1.650601,1.618111
1.66189,1.629777
1.66849,1.638433
1.678855,1.647148
1.689481,1.657982
1.700052,1.664546
1.711212,1.671342
1.720089,1.683506
1.728745,1.690102
1.737422,1.696682
1.744192,1.707711
1.756045,1.716374
1.766287,1.722948
1.773086,1.729531
1.786333,1.736127
1.795668,1.74477
1.804305,1.753457
1.811068,1.760207
1.819722,1.768911
1.828549,1.778573
1.837212,1.785382
1.845875,1.797533
1.852611,1.809912
1.859607,1.81857
1.870852,1.827708
1.880046,1.837276
1.890487,1.846045
1.897266,1.857453
1.906853,1.86603
1.91361,1.874802
1.922553,1.881544
1.931328,1.890325
1.940996,1.901276
1.949796,1.908037
1.956577,1.916735
1.965485,1.928409
1.97421,1.940009
1.980951,1.94677
1.989646,1.955786
1.998399,1.962727
2.007145,1.972475
2.015818,1.981739
2.02633,1.990676
2.03315,2.001243
2.04555,2.010672
2.054373,2.021919
2.066646,2.030584
2.078037,2.039236
2.084795,2.046
2.094395,2.057742
2.103053,2.066408
2.112115,2.078862
2.124992,2.090462
2.135404,2.099141
2.144106,2.111526
2.153114,2.120892
2.159902,2.129521
2.168589,2.136273
2.17892,2.142865
2.187616,2.151527
2.197195,2.160187
2.209921,2.169006
2.216869,2.17767
2.227833,2.186451
2.236548,2.199316
2.246673,2.213532
2.255646,2.222163
2.265135,2.232938
2.273809,2.243125
2.284544,2.252137
2.293655,2.262804
2.302667,2.272131
2.312337,2.280901
2.319098,2.293163
2.329798,2.304671
2.33845,2.314496
2.347101,2.323433
2.35384,2.330179
2.360466,2.33885
2.372211,2.349705
2.385038,2.356491
2.393792,2.366337
2.402465,2.375336
2.40921,2.381928
2.417871,2.390603
2.42661,2.399536
2.435326,2.406498
2.44221,2.415135
2.454797,2.426829
2.464574,2.435499
2.473205,2.445578
2.484677,2.452334
2.494979,2.458762
2.509335,2.468707
2.516872,2.480496
2.525582,2.4892
2.532514,2.497986
2.543259,2.5066
2.549994,2.51532
2.556834,2.522066
2.570875,2.528487
2.58416,2.537224
2.592921,2.546055
2.605264,2.554828
2.613941,2.564753
2.625787,2.573617
2.634382,2.580198
2.644865,2.588835
2.654115,2.597437
2.6628,2.608383
2.674139,2.617064
2.684931,2.626066
2.695258,2.637792
2.707595,2.644532
2.716311,2.653186
2.725138,2.659932
2.731892,2.668623
2.738471,2.67736
2.749296,2.686049
2.75974,2.692996
2.771462,2.704774
2.778054,2.71372
2.789195,2.722697
2.799397,2.732253
2.808045,2.740863
2.818067,2.749523
2.826694,2.758496
2.835325,2.767171
2.844271,2.778146
2.853125,2.788062
2.86177,2.796661
2.871031,2.803431
2.884136,2.812122
2.890937,2.821128
2.902863,2.830958
2.911519,2.837563
2.918254,2.846575
2.92485,2.859173
2.931436,2.867843
2.940058,2.880245
2.948735,2.887014
2.955847,2.893632
2.962599,2.907295
2.971381,2.913894
2.980051,2.920502
2.986959,2.929461
2.993562,2.936242
3.000134,2.947556
3.008754,2.956946
3.015846,2.970145
3.024533,2.978964
3.033239,2.991911
3.042199,3.000526
3.054332,3.010051
3.061249,3.018698
3.067999,3.027854
3.076705,3.036681
3.085723,3.045347
3.092686,3.05212
3.101829,3.060881
3.108734,3.069489
3.117424,3.078176
3.124374,3.08679
3.130933,3.09559
3.137507,3.106221
3.144095,3.112971
3.154433,3.121979
3.163101,3.131323
3.171705,3.140227
3.180731,3.149166
3.187688,3.16096
3.194436,3.172436
3.203189,3.179209
3.21196,3.19137
3.220685,3.200977
3.2295,3.209587
3.23964,3.218356
3.24638,3.229637
3.255063,3.238385
3.261644,3.246976
3.268396,3.255655
3.278838,3.26784
3.28959,3.276446
3.298196,3.28514
3.307308,3.295521
3.313893,3.302108
3.323893,3.308683
3.332505,3.315448
3.341128,3.326698
3.352548,3.33772
3.363528,3.344478
3.372575,3.353186
3.379127,3.359919
3.385908,3.366511
3.397545,3.376573
3.40412,3.385225
3.412945,3.393958
3.424262,3.406142
3.435047,3.418103
3.443688,3.429118
3.452327,3.437717
3.46356,3.449103
3.472496,3.457832
3.485435,3.470302
3.49406,3.479037
3.506578,3.491402
3.514295,3.502212
3.525819,3.516283
3.53778,3.528347
3.55065,3.541615
3.562179,3.552238
3.570858,3.560765
3.583508,3.570317
3.592157,3.579333
3.598745,3.592916
3.608791,3.606345
3.617656,3.617963
3.624277,3.624711
3.630857,3.633248
3.642752,3.640088
3.649354,3.654306
3.661574,3.663287
3.668354,3.672173
3.680114,3.687276
3.691722,3.698834
3.70329,3.710425
3.716415,3.71738
3.72759,3.729169
3.741225,3.7416
3.753243,3.752775
3.761826,3.761299
3.770389,3.768224
3.782588,3.774645
3.79464,3.787228
3.805835,3.797166
3.812454,3.809165
3.826521,3.818348
3.838031,3.83437
3.849827,3.840968
3.858476,3.851891
3.869895,3.861007
3.876653,3.869907
3.885253,3.879243
3.896504,3.893896
3.905252,3.903667
3.914319,3.915765
3.927208,3.92611
3.939106,3.938091
3.953184,3.949031
3.964211,3.962008
3.979184,3.971284
3.992042,3.984976
4.002211,3.996625
4.015756,4.010617
4.027306,4.023995
4.036981,4.037635
4.047368,4.04987
4.060353,4.062593
4.074584,4.078307
4.084292,4.087392
4.092983,4.097617
4.105783,4.111965
4.118366,4.124564
4.132484,4.137105
4.142207,4.147407
4.155442,4.154172
4.170734,4.162801
4.180067,4.175596
4.193935,4.184208
4.206235,4.196439
4.217105,4.207941
4.228032,4.214531
4.242495,4.223287
4.251834,4.235395
4.260713,4.24959
4.274742,4.260438
4.288241,4.273269
4.300235,4.285285
4.313112,4.29802
4.321759,4.308458
4.332047,4.322816
4.343338,4.336103
4.354629,4.345066
4.365821,4.358277
4.378508,4.371631
4.387149,4.386029
4.401578,4.399164
4.413111,4.411034
4.428263,4.421986
4.438879,4.428768
4.454043,4.440823
4.466766,4.4539
4.479577,4.467967
4.493368,4.479224
4.510155,4.491137
4.523509,4.504084
4.533975,4.517654
4.549308,4.533326
4.558489,4.545758
4.571091,4.560351
4.585488,4.572549
4.598667,4.585691
4.613367,4.598292
4.631342,4.615421
4.645229,4.627621
4.65807,4.640465
4.676138,4.652804
4.692826,4.666147
4.714223,4.680335
4.72962,4.698286
4.751758,4.714396
4.768939,4.726264
4.785796,4.742064
4.802887,4.751891
4.816739,4.767874
4.837458,4.788461
4.860764,4.804663
4.875063,4.820791
4.895467,4.835562
4.914335,4.850281
4.935287,4.863895
4.954103,4.879531
4.974721,4.898361
4.99536,4.920527
5.015897,4.940395
5.033501,4.962657
5.052822,4.976613
5.066657,4.994667
5.089027,5.017558
5.114264,5.037014
5.127732,5.052344
5.150144,5.072856
5.171352,5.097019
5.18575,5.115757
5.19869,5.129663
5.218265,5.153886
5.236252,5.177931
5.254281,5.191823
5.281206,5.208355
5.308667,5.234082
5.323621,5.251208
5.343952,5.272548
5.356279,5.291418
5.374287,5.318059
5.391491,5.345344
5.406738,5.365952
5.422227,5.392618
5.445467,5.421086
5.461884,5.446077
5.484913,5.471645
5.50725,5.50064
5.529729,5.516875
5.552937,5.535817
5.567655,5.548452
5.588338,5.581453
5.603888,5.598746
5.628623,5.627872
5.642862,5.650947
5.657324,5.688715
5.68399,5.719079
5.700144,5.748712
5.716646,5.787609
5.738791,5.80221
5.752355,5.823737
5.773754,5.844522
5.787146,5.891942
5.804283,5.925601
5.819549,5.952982
5.870136,5.97545
5.894123,6.007178
5.917416,6.034128
5.977854,6.076446
6.014853,6.112407
6.054727,6.138184
6.097007,6.16671
6.139944,6.188251
6.175337,6.217404
6.207524,6.244792
6.248729,6.265962
6.286947,6.306232
6.331783,6.335258
6.368237,6.381464
6.408567,6.428988
6.458807,6.474559
6.509246,6.523067
6.558764,6.57305
6.608456,6.622797
6.658655,6.673088
6.708934,6.723368
6.759313,6.773036
6.809737,6.82339
6.860184,6.873235
6.910255,6.922966
6.960241,7.023759
7.010594,7.073852
7.060837,7.124167
7.110465,7.174654
7.160816,7.224898
7.210517,7.275186
7.260259,7.324916
7.309962,7.375371
7.360457,7.425704
7.410125,7.47565
7.459974,7.525368
7.510058,7.574977
7.559765,7.624815
7.609524,7.674627
7.659388,7.72458
7.759289,7.774473
7.809809,7.824555
7.859974,7.874274
7.910167,7.924674
7.960616,7.97451
8.010384,8.024626
8.060372,8.074876
8.11001,8.12484
8.159869,8.174636
8.209579,8.2251
8.259512,8.275572
8.309637,8.375167
8.359547,8.425018
8.409412,8.474738
8.459263,8.524615
8.508956,8.574681
8.559234,8.624365
8.609508,8.674153
8.659277,8.724073
8.709159,8.773895
8.759264,8.823755
8.809631,8.873754
8.86007,8.923663
8.910134,8.973684
8.960432,9.023485
9.010102,9.073357
9.05994,9.123806
9.109894,9.173992
9.159826,9.22387
9.209685,9.273742
9.25983,9.323487
9.310131,9.373118
9.360163,9.422843
9.410081,9.472549
9.459756,9.523926
9.510159,9.572773
9.5606,9.622742
9.610722,9.67291
9.660358,9.723213
9.710406,9.772991
9.760536,9.822927
9.810342,9.872997
9.860255,9.922869
9.910246,9.973107
9.960339,10.02297
10.01031,10.07319
10.06066,10.12314
10.11031,10.17299
10.16002,10.22263
10.2098,10.27296
10.26028,10.3232
10.30999,10.37331
10.35987,10.42294
10.41034,10.47264
10.46,10.52238
10.50998,10.57217
10.60997,10.62212
10.65987,10.672
10.70961,10.72178
10.7594,10.77179
10.8094,10.82186
10.85953,10.87183
10.95963,10.92204
11.01,10.97171
11.06019,11.02188
11.10992,11.07232
11.15959,11.12211
11.20924,11.17176
11.25909,11.22154
11.30899,11.2719
11.35876,11.32224
11.4087,11.37199
11.45837,11.42165
11.50823,11.47139
11.55797,11.52136
11.60773,11.57105
11.65765,11.62148
11.7081,11.67149
11.79838,11.72178
11.84825,11.77197
11.89802,11.82236
11.94771,11.87278
11.99767,11.92264
12.04809,11.97264
12.0979,12.02256
12.14772,12.07229
12.19789,12.12207
12.24801,12.17256
12.29835,12.22248
12.34825,12.27275
12.39818,12.32324
12.44845,12.37367
12.49856,12.4741
12.54818,12.52437
12.59784,12.57416
12.64957,12.6246
12.69844,12.67489
12.74842,12.72475
12.7981,12.77476
12.84777,12.82462
12.8977,12.87449
12.948,12.92403
12.99761,12.9742
13.04789,13.02421
13.0978,13.07408
13.1477,13.12398
13.1974,13.17361
13.24781,13.22404
13.29822,13.27448
13.34847,13.37485
13.39889,13.42449
13.44936,13.47453
13.49906,13.52494
13.54875,13.57481
13.59842,13.62475
13.64819,13.67507
13.69855,13.7753
13.74845,13.82567
13.79807,13.87597
13.84769,13.92581
13.89747,13.9756
13.94768,14.02586
13.99755,14.07561
14.04754,14.12527
14.09787,14.17574
14.14835,14.2255
14.19868,14.27565
14.24852,14.32549
14.29863,14.3752
14.34905,14.47573
14.39934,14.52576
14.4496,14.57549
14.49924,14.62576
14.54954,14.67603
14.5994,14.77613
14.64981,14.87586
14.70025,14.92602
14.75067,14.97605
14.8009,15.02591
14.85126,15.07578
14.90098,15.1257
15.00132,15.17543
15.05098,15.22525
15.10063,15.27538
15.15076,15.32581
15.20087,15.37616
15.2512,15.42636
15.30097,15.47658
15.35122,15.52697
15.401,15.57678
15.45073,15.62703
15.50037,15.67685
15.6003,15.72734
15.65056,15.77731
15.70098,15.82754
15.75136,15.87763
15.80312,15.92782
15.85243,15.97784
15.95258,16.02814
16.00275,16.07867
16.05305,16.12831
16.1027,16.17844
16.15302,16.22829
16.2029,16.27819
16.25322,16.32841
16.30304,16.37814
16.3535,16.42781
16.40343,16.47794
16.45308,16.52836
16.50357,16.5787
16.55325,16.62861
16.6031,16.67836
16.65313,16.72814
16.70297,16.778
16.75329,16.8284
16.80326,16.87836
16.85289,16.92855
16.90314,16.97875
16.95333,17.02859
17.00357,17.07902
17.05396,17.12926
17.10414,17.17931
17.15442,17.22893
17.2042,17.27901
17.25414,17.32874
17.30449,17.37872
17.35487,17.42892
17.40526,17.52851
17.45523,17.57845
17.50555,17.62847
17.55568,17.67879
17.60579,17.72907
17.65559,17.77921
17.70568,17.82958
17.75595,17.87978
17.80582,17.92954
17.8562,17.97928
17.90662,18.02898
17.95686,18.12898
18.00694,18.1794
18.05733,18.22905
18.10713,18.27867
18.15727,18.32913
18.20748,18.37947
18.25785,18.42977
18.30804,18.48013
18.35833,18.5298
18.40865,18.58004
18.45894,18.63046
18.5094,18.68073
18.55981,18.73107
18.60959,18.78132
18.65953,18.83163
18.70985,18.88212
18.7602,18.93223
18.86024,18.98263
18.91011,19.03226
18.95999,19.08189
19.00986,19.13171
19.06014,19.18204
19.11037,19.23245
19.16058,19.28284
19.21058,19.33245
19.26083,19.38422
19.31045,19.43275
19.36018,19.48259
19.41036,19.53242
19.46022,19.58247
19.51018,19.63221
19.56036,19.68184
19.61078,19.7315
19.66068,19.78197
19.71038,19.83241
19.81124,19.88217
19.86142,19.93251
19.91135,19.98247
19.9614,20.03221
20.01172,20.08236
20.06218,20.13197
20.11249,20.18195
20.16274,20.23167
20.26311,20.28211
20.31341,20.33197
20.36383,20.38227
20.41414,20.43269
20.46402,20.48294
20.51382,20.53267
20.56391,20.58303
20.61367,20.63321
20.66337,20.68357
20.71374,20.7332
20.76407,20.78356
20.81403,20.83376
20.86374,20.8836
20.91342,20.93402
20.96307,20.98452
21.0129,21.03481
21.06255,21.0846
21.11279,21.1344
21.16307,21.18456
21.21313,21.2342
21.26322,21.28428
21.31326,21.33398
21.36339,21.38401
21.41376,21.43434
21.46414,21.48442
21.51441,21.53489
21.56425,21.58455
21.61469,21.63493
21.66447,21.68478
21.71433,21.73499
21.76479,21.78535
21.81472,21.83534
21.86461,21.88535
21.91509,21.93561
21.96526,21.98594
22.01548,22.03561
22.06555,22.08568
22.11559,22.13581
22.16584,22.18564
22.21555,22.22771
22.26578,22.27766
22.31151,22.31939
22.36138,22.3699
22.41124,22.41954
22.461,22.46952
22.51401,22.5199
22.56221,22.62039
22.61231,22.67058
22.66234,22.72051
22.71204,22.77044
22.74772,22.82026
22.79784,22.87352
22.83811,22.92008
22.88818,23.01959
22.93847,23.06962
22.98882,23.11919
23.03854,23.16941
23.08759,23.21979
23.13752,23.27015
23.18787,23.31992
23.23796,23.36952
23.28775,23.41939
23.3381,23.46969
23.38862,23.52002
23.43865,23.56982
23.48905,23.61988
23.53911,23.67015
23.58922,23.71994
23.63585,23.76097
23.68603,23.81081
23.73602,23.86101
23.78618,23.91082
23.83645,23.96115
23.88612,24.01101
23.93649,24.06081
23.98683,24.11117
24.03676,24.16108
24.08698,24.21141
24.13679,24.26171
24.18712,24.31186
24.23745,24.36204
24.28772,24.41209
24.33803,24.46236
24.3884,24.5124
24.43841,24.56266
24.48836,24.6128
24.58896,24.66309
24.63878,24.71274
24.6885,24.76241
24.73814,24.81221
24.78823,24.86262
24.83829,24.91296
24.88869,24.96281
24.93862,25.01316
24.98847,25.06282
25.03823,25.11255
25.08869,25.16238
25.13842,25.21273
25.18836,25.26262
25.23837,25.31276
25.28866,25.41281
25.3386,25.46246
25.38823,25.51268
25.43855,25.56299
25.48832,25.61329
25.53808,25.66342
25.58803,25.76322
25.63795,25.8134
25.68829,25.86374
25.73855,25.91371
25.78889,25.96381
25.84179,26.01379
25.89081,26.06413
25.94098,26.11452
25.99129,26.16494
26.04131,26.21533
26.09147,26.26565
26.14144,26.31594
26.19151,26.36643
26.2418,26.41677
26.29187,26.46711
26.34181,26.51627
26.39178,26.56658
26.44184,26.61684
26.49221,26.66706
26.59151,26.71747
26.64145,26.76777
26.69118,26.81802
26.74153,26.86804
26.79198,26.91837
26.84179,26.96849
26.89227,27.01811
26.9427,27.06799
26.99256,27.11766
27.09276,27.16759
27.14265,27.21736
27.19246,27.26778
27.24271,27.31804
27.29289,27.36819
27.3427,27.41825
27.39303,27.46835
27.44345,27.51854
27.49362,27.56816
27.54369,27.61798
27.59397,27.66805
27.64364,27.71784
27.69396,27.76802
27.74378,27.81772
27.77978,27.8501
27.80798,27.89594
27.85818,27.94121
27.90291,27.98337
27.95254,28.0275
28.05324,28.07768
28.10291,28.12791
28.1531,28.1779
28.20331,28.22754
28.25328,28.2779
28.30332,28.32824
28.35357,28.37789
28.40335,28.42828
28.45378,28.47854
28.50418,28.52861
28.55443,28.579
28.60397,28.62897
28.65448,28.6788
28.70444,28.72847
28.75444,28.77835
28.80477,28.87845
28.8545,28.92847
28.90428,28.97862
28.9542,29.02886
29.00455,29.0792
29.05431,29.12908
29.10407,29.17949
29.15382,29.22941
29.20267,29.32691
29.25301,29.37675
29.30461,29.41067
29.35381,29.50088
29.40419,29.55088
29.45417,29.60062
29.50416,29.65034
29.55443,29.70028
29.60439,29.75025
29.65406,29.80075
29.70446,29.85062
29.7541,29.90095
29.80394,29.95141
29.85367,30.00113
29.90338,30.05135
29.95351,30.10065
30.00315,30.15041
30.05335,30.20048
30.10366,30.25038
30.15345,30.30005
30.20315,30.35046
30.25301,30.40016
30.30315,30.44997
30.3534,30.4997
30.4038,30.55018
30.45342,30.60054
30.50361,30.65059
30.55407,30.70026
30.60399,30.75006
30.65447,30.7999
30.70412,30.84959
30.75464,30.8997
30.80477,30.94944
30.85461,30.99944
30.90458,31.04946
30.95487,31.09919
31.00504,31.14946
31.05521,31.19991
31.09005,31.24981
31.14012,31.27908
31.18997,31.32883
31.23999,31.35851
31.28976,31.40875
31.34011,31.45856
31.39037,31.50885
31.44011,31.55922
31.4902,31.60955
31.53987,31.65983
31.59023,31.70962
31.6399,31.7599
31.68955,31.81025
31.78999,31.86018
31.8397,31.91055
31.88945,31.96051
31.93986,32.01043
31.98955,32.06071
32.09002,32.11084
32.13975,32.16095
32.18988,32.21109
32.24011,32.2613
32.28975,32.31134
32.34011,32.36101
32.39008,32.41089
32.44017,32.46122
32.49065,32.51169
32.54102,32.56181
32.59127,32.6123
32.64098,32.66262
32.69111,32.713
32.74096,32.76323
32.79066,32.81316
32.84104,32.86334
32.8911,32.91316
32.94073,32.96321
32.99089,33.06326
33.04097,33.11295
33.09107,33.16282
33.14144,33.21282
33.19173,33.2627
33.24149,33.31249
33.29189,33.36202
33.34161,33.41182
33.38972,33.46145
33.43833,33.50625
33.48862,33.55585
33.53839,33.60596
33.58803,33.65552
33.63822,33.70542
33.68847,33.75567
33.73833,33.80568
33.78829,33.85535
33.83836,33.905
33.88814,33.95533
33.93779,34.00567
33.98753,34.10561
34.03781,34.15605
34.08772,34.20634
34.13775,34.25632
34.18792,34.30647
34.23792,34.3564
34.28758,34.40606
34.33752,34.45573
34.38713,34.50559
34.43752,34.60624
34.48795,34.65652
34.5376,34.70647
34.58781,34.75692
34.63774,34.80666
34.68813,34.857
34.73819,34.90666
34.7883,34.95657
34.83832,35.00626
34.8882,35.05631
34.93813,35.1062
34.988,35.15586
35.03767,35.20586
35.0881,35.25571
35.13778,35.30571
35.18794,35.35585
35.23799,35.40625
35.28819,35.45625
35.33813,35.50363
35.3886,35.55361
35.43846,35.60322
35.48812,35.6531
35.53853,35.7028
35.5884,35.75255
35.63823,35.80252
35.6879,35.85278
35.7381,35.90251
35.78823,35.95296
35.83785,36.00267
35.93742,36.05268
35.98717,36.10288
36.03679,36.15265
36.08656,36.20258
36.13644,36.2529
36.18623,36.3027
36.23657,36.35244
36.28689,36.40223
36.3367,36.45261
36.38692,36.50277
36.43697,36.55326
36.48668,36.60284
36.53668,36.65296
36.58668,36.70327
36.6369,36.75309
36.73755,36.80321
36.78798,36.85315
36.83771,36.90349
36.8876,36.95393
36.93734,37.00412
36.98724,37.05388
37.03688,37.10362
37.08707,37.15326
37.13668,37.20287
37.18682,37.25266
37.23671,37.30268
37.28697,37.35259
37.33696,37.40261
37.38693,37.45259
37.43686,37.50289
37.48666,37.55268
37.53701,37.60248
37.58736,37.65232
37.637,37.70235
37.68662,37.75232
37.73701,37.80244
37.78695,37.85225
37.83733,37.90268
37.88782,37.95252
37.93773,38.00295
37.98791,38.05294
38.03795,38.10285
38.08841,38.15314
38.13884,38.20332
38.18916,38.25301
38.2392,38.30284
38.28952,38.35314
38.33975,38.40294
38.38953,38.45257
38.43938,38.50219
38.48973,38.55206
38.53935,38.60072
38.58367,38.65106
38.63378,38.70066
38.68094,38.75031
38.73068,38.80073
38.78108,38.84726
38.83119,38.89745
38.86926,38.97224
38.91459,39.00357
38.95185,39.02155
38.99205,39.08764
39.03025,39.11584
39.06718,39.15222
39.10917,39.19246
39.13836,39.22391
39.18272,39.26015
39.23187,39.31042
39.28219,39.36053
39.33218,39.41031
39.38092,39.45996
39.41413,39.49562
39.46452,39.54546
39.51456,39.59592
39.5648,39.6463
39.61484,39.69672
39.665,39.74649
39.7146,39.79645
39.76446,39.84657
39.81485,39.89679
39.86471,39.94716
39.91464,39.99756
39.96476,40.04723
40.0146,40.14816
40.06472,40.19815
40.11465,40.24811
40.16476,40.29823
40.21452,40.34835
40.26476,40.39835
40.31435,40.44815
40.36431,40.49806
40.41428,40.54801
40.4645,40.59771
40.51496,40.64139
40.56509,40.69151
40.61443,40.74162
40.6642,40.79159
40.7145,40.84175
40.7645,40.89183
40.81418,40.94229
40.91444,40.99207
40.9643,41.04173
41.01416,41.0914
41.06384,41.14122
41.11361,41.19123
41.16384,41.24106
41.21356,41.29123
41.2639,41.34135
41.31401,41.39102
41.3645,41.44088
41.41416,41.49121
41.4641,41.54125
41.51381,41.59146
41.56417,41.64147
41.61412,41.69145
41.66457,41.7416
41.71454,41.79202
41.76442,41.84226
41.81479,41.89252
41.86442,41.94287
41.91486,41.99252
41.96449,42.04293
42.01413,42.09328
42.06389,42.14298
42.11368,42.19281
42.16393,42.24247
42.21399,42.2922
42.26399,42.34245
42.31399,42.39234
42.36361,42.44267
42.41344,42.48901
42.46355,42.53928
42.51508,42.58894
42.56401,42.63893
42.61422,42.68863
42.66364,42.73858
42.69986,42.78827
42.75018,42.83817
42.80005,42.88796
42.84991,42.93762
42.90001,42.98759
42.94981,43.0379
42.99958,43.08806
43.0499,43.13851
43.09961,43.18844
43.14927,43.23837
43.1992,43.28826
43.249,43.33808
43.29865,43.38783
43.34847,43.43859
43.39885,43.48819
43.44906,43.53826
43.49936,43.58806
43.54919,43.63776
43.59929,43.68743
43.64912,43.73783
43.69939,43.78759
43.74966,43.83798
43.7995,43.88838
43.84957,43.93871
43.89936,43.98885
43.94611,44.03864
43.99622,44.13857
44.04642,44.1889
44.09651,44.23903
44.14691,44.28909
44.19675,44.33896
44.24712,44.38934
44.29731,44.4391
44.34719,44.48921
44.39764,44.53887
44.44781,44.58904
44.49831,44.63949
44.54844,44.6896
44.59807,44.73948
44.64643,44.78949
44.6961,44.83952
44.74645,44.88939
44.79631,44.93943
44.84661,44.98936
44.89634,45.03973
44.94671,45.09008
44.99677,45.13974
45.0465,45.19023
45.0961,45.24062
45.14617,45.29107
45.1965,45.34106
45.24661,45.39096
45.29659,45.44076
45.34679,45.49076
45.39675,45.54042
45.44667,45.59022
45.49629,45.63995
45.54615,45.69021
45.5966,45.73999
45.64703,45.79022
45.69709,45.84039
45.74687,45.89064
45.79726,45.94098
45.84702,45.99062
45.89735,46.04053
45.94813,46.09071
45.99796,46.14044
46.04792,46.19031
46.09792,46.24035
46.14833,46.29051
46.19799,46.3402
46.29755,46.39011
46.34745,46.43987
46.39738,46.48973
46.44706,46.53966
46.49688,46.59
46.54687,46.64024
46.59705,46.69044
46.64734,46.74043
46.69765,46.79061
46.7473,46.84083
46.79694,46.89116
46.8466,46.94127
46.89647,46.99173
46.94673,47.04144
46.99661,47.09125
47.04678,47.14136
47.09704,47.19164
47.14692,47.24205
47.19659,47.29184
47.24703,47.34219
47.29734,47.39226
47.34767,47.44197
47.39734,47.4917
47.44764,47.54163
47.49747,47.59137
47.54763,47.64178
47.59809,47.69212
47.64772,47.79196
47.6977,47.84235
47.74759,47.89207
47.79739,47.94196
47.8477,47.99235
47.89772,48.04205
47.94744,48.09251
47.9978,48.14251
48.04759,48.19292
48.09753,48.24269
48.14759,48.29278
48.24732,48.34251
48.29719,48.39271
48.34755,48.44264
48.39752,48.49237
48.44723,48.54231
48.49725,48.59237
48.54692,48.64228
48.59705,48.69204
48.64732,48.74168
48.69749,48.79137
48.74762,48.84108
48.79755,48.8909
48.84736,48.94135
48.89725,48.99167
48.94702,49.0417
48.99771,49.09148
49.04776,49.14128
49.09784,49.19156
49.14753,49.24129
49.19781,49.29173
49.24802,49.34162
49.29826,49.39149
49.34827,49.44193
49.398,49.49154
49.44816,49.54201
49.49783,49.59241
49.54817,49.64273
49.59843,49.69305
49.64833,49.74291
49.69861,49.79282
49.74822,49.84315
49.79865,49.89302
49.84861,49.94342
49.89903,49.99327
49.9488,50.04324
49.99912,50.09367
50.04947,50.14374
50.09981,50.1938
50.14944,50.24377
50.19974,50.29426
50.25012,50.3444
50.30001,50.39427
